categoria,subcategoria,descripcion,unidades,precio
"Azúcar, caramelos y chocolate",Golosinas,Golosinas tubos de fresa Hacendado rellenos,Caja 320 g,"1,75 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Boca Fruit Hacendado,Paquete 200 g,"1,25 €1,20 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Grageas de regaliz Hacendado,Paquete 150 g,"1,45 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Pulpis Mix con pica Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Surtido de caramelos Diver Xuxes Hacendado,Paquete 300 g,"2,15 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Rega Relli Hacendado rellena con zumo de fruta,Paquete 150 g,"1,00 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Dentaduras Hacendado,Paquete 100 g,"1,15 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Mix Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Rega Black Mix Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Fresi Pink Mix Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas ladrillos con pica Hacendado sabor fresa y nata ácida,Paquete 200 g,"1,10 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Cintas de fresa con pica Hacendado,Caja 300 g,"1,90 €1,75 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Mix azúcar Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,"Golosinas Rega Red Mix Hacendado sabor fresa, nata y tutti frutti",Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Mix con pica Hacendado,Paquete 300 g,"1,65 €1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Surtido de caramelos Ácidos pintalenguas Hacendado sabor frambuesa y cola,Paquete 200 g,"1,85 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Brocheta golosinas Pascua Hacendado,Paquete 60 g,"1,85 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Mix Pascua Hacendado,Paquete 200 g,"1,60 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Caramelos rellenos Pascua Soft Eggies Trolli,Paquete 4 ud. (75 g),"1,85 € /ud."
"Azúcar, caramelos y chocolate",Golosinas,Golosinas Rega Fruit Mix Hacendado,Paquete 300 g,"1,60 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de fresa Hacendado,Tarro 400 g,"1,55 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de fresa monodosis Hacendado,10 ud. x 25 g,"1,50 € /pack"
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de tomate Hacendado,Tarro 440 g,"1,70 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de arándanos Hacendado,Tarro 330 g,"1,95 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de melocotón Hacendado,Tarro 440 g,"1,55 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de melocotón monodosis Hacendado,10 ud. x 25 g,"1,50 € /pack"
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de fresa Hero,Tarro 350 g,"3,00 €2,60 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de melocotón Hero,Tarro 350 g,"3,00 €2,60 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de naranja amarga Hacendado,Tarro 440 g,"1,35 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de albaricoque Hacendado,Tarro 440 g,"1,70 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de higo Hacendado,Tarro 340 g,"1,95 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Untable de pimiento de piquillo confitado Hacendado,Tarro 230 g,"2,40 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de ciruela y kiwi Hacendado,Tarro 340 g,"1,70 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada de frambuesa Hacendado,Tarro 340 g,"2,55 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de flores Hacendado,Tarro 1 kg,"4,70 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de flores Hacendado,Bote 500 g,"3,30 €3,20 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de romero Hacendado,Bote 500 g,"4,75 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de naranjo Hacendado,Bote 500 g,"3,85 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de caña de azúcar Nuestra Señora del Carmen,Tarro 300 g,"2,40 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel de eucalipto Hacendado,Bote 500 g,"4,20 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Cebolla caramelizada Hacendado,Tarro 190 g,"1,70 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura de fresa Hacendado 0% azúcares añadidos,Tarro 380 g,"1,60 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura de melocotón Hacendado 0% azúcares añadidos,Tarro 380 g,"1,60 € /ud."
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura de ciruela Hacendado 0% azúcares añadidos,Tarro 380 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla crema de bechamel con lenguado Hero baby +8 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla verduritas con merluza Hero baby +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla verduritas con pollo y ternera Hero baby +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla arroz con pollo Hero baby +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla verduritas con pollo Hero baby buenas noches +6 meses,2 tarritos x 190 g,"3,00 € /pack"
Bebé,Alimentación infantil,Papilla verduritas con delicias de pavo Hero baby natur +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla zanahorias baby con ternera Hero baby +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,Tarrito 235 g,"1,70 € /ud."
Bebé,Alimentación infantil,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,2 tarritos x 190 g,"3,00 € /pack"
Bebé,Alimentación infantil,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses,2 tarritos x 190 g,"3,00 € /pack"
Bebé,Alimentación infantil,Papilla fresa y plátano +8 meses Hacendado,1 ud. (120 g),"0,90 € /ud."
Bebé,Alimentación infantil,Papilla fruta variada +6 meses Hacendado,1 ud. (120 g),"0,90 € /ud."
Bebé,Alimentación infantil,Papilla plátano y manzana +6 meses Hacendado,1 ud. (120 g),"0,90 € /ud."
Bebé,Alimentación infantil,Papilla fruta variada +4 meses Hacendado,4 tarritos x 130 g,"2,65 € /pack"
Bebé,Alimentación infantil,Papilla cuatro frutas con avena +8 meses Hacendado,4 tarritos x 130 g,"2,75 € /pack"
Bebé,Alimentación infantil,"Papilla plátano, mandarina y pera +4 meses Hacendado",4 tarritos x 130 g,"2,65 € /pack"
Bebé,Alimentación infantil,Papilla pera y manzana +4 meses Hacendado,4 tarritos x 130 g,"2,65 € /pack"
Bebé,Alimentación infantil,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",1 ud. (120 g),"0,90 € /ud."
Bebé,Alimentación infantil,Papilla piña y coco +8 meses Hacendado,1 ud. (120 g),"0,90 € /ud."
Bebé,Alimentación infantil,Papilla tres frutas con yogur +8 meses Hacendado,4 tarritos x 130 g,"2,75 € /pack"
Bebé,Alimentación infantil,Postre lácteo infantil de fresa y plátano Hacendado +8 meses,1 ud. (100 g),"0,85 € /ud."
Bebé,Alimentación infantil,Postre lácteo infantil de pera Hacendado +8 meses,1 ud. (100 g),"0,85 € /ud."
Bebé,Alimentación infantil,Postre lácteo infantil de fresa Yogolino +8 meses,4 ud. x 100 g,"2,95 €2,50 € /pack"
Bebé,Alimentación infantil,Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses,Caja 4 ud. (360 g),"3,05 € /ud."
Bebé,Alimentación infantil,Postre lácteo infantil de plátano Yogolino +6 meses,4 ud. x 100 g,"2,95 €2,50 € /pack"
Bebé,Alimentación infantil,Postre lácteo infantil de natillas Yogolino +6 meses,4 ud. x 100 g,"3,45 €2,50 € /pack"
Bebé,Alimentación infantil,Postre lácteo infantil de galleta Hacendado +8 meses,1 ud. (100 g),"0,85 € /ud."
Bebé,Alimentación infantil,Preparado lácteo crecimiento Peques 3 Puleva,6 bricks x 1 L,"11,70 €10,50 € /pack"
Bebé,Alimentación infantil,Preparado lácteo crecimiento Peques 3 Puleva,Brick 1 L,"1,95 €1,75 € /ud."
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva,6 bricks x 1 L,"11,70 €10,50 € /pack"
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Brick 1 L,"1,95 €1,75 € /ud."
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado,6 bricks x 1 L,"7,50 € /pack"
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado,Brick 1 L,"1,25 € /ud."
Bebé,Alimentación infantil,Preparado lácteo crecimiento +1 año Hacendado,6 mini bricks x 200 ml,"1,95 € /pack"
Bebé,Alimentación infantil,Preparado lácteo cereales al cacao Peques 3 Puleva,3 mini bricks x 200 ml,"1,95 €1,75 € /pack"
Bebé,Alimentación infantil,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,6 mini bricks x 200 ml,"2,30 € /pack"
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año,6 bricks x 1 L,"9,60 € /pack"
Bebé,Alimentación infantil,Preparado lácteo con cereales crecimiento Hacendado +1 año,Brick 1 L,"1,60 € /ud."
Bebé,Alimentación infantil,Leche para lactantes en polvo 1 Nativa Nestlé,Bote 800 g,"11,90 € /ud."
Bebé,Alimentación infantil,Leche de continuación en polvo 2 Nativa Nestlé,Bote 800 g,"11,95 €11,90 € /ud."
Bebé,Alimentación infantil,Leche para lactantes en polvo 1 Nidina Nestlé,Bote 800 g,"14,95 € /ud."
Bebé,Alimentación infantil,Leche de continuación en polvo 2 Nidina Nestlé,Bote 800 g,"17,95 € /ud."
Bebé,Alimentación infantil,Leche crecimiento en polvo 3 Nidina Nestlé,Bote 800 g,"17,95 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales Nestlé +6 meses,Caja 725 g,"5,45 €4,75 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales con galleta María Nestlé +6 meses,Caja 725 g,"5,45 €4,75 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales con miel Nestlé +6 meses,Caja 725 g,"5,45 €4,75 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales con miel Hero baby +6 meses,Caja 410 g,"3,90 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales Hero baby +6 meses,Caja 410 g,"3,90 € /ud."
Bebé,Alimentación infantil,Papilla sin gluten crema de arroz Hero baby +4 meses,Caja 220 g,"2,95 € /ud."
Bebé,Alimentación infantil,Papilla 8 cereales con galleta Hero baby +6 meses,Caja 340 g,"3,60 € /ud."
Bebé,Biberón y chupete,Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus,1 ud.,"3,00 € /ud."
Bebé,Biberón y chupete,Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus,1 ud.,"3,50 € /ud."
Bebé,Biberón y chupete,Tetina silicona tres posiciones +1 mes Deliplus,Paquete 2 ud.,"2,50 € /ud."
Bebé,Biberón y chupete,Tetina silicona papillas espesas +4 meses Deliplus,Paquete 2 ud.,"2,50 € /ud."
Bebé,Biberón y chupete,Cepillo limpiabiberón y tetina Deliplus,Paquete 1 ud.,"2,50 € /ud."
Bebé,Biberón y chupete,Limpiador bebé para biberones y tetinas Deliplus,Bote 500 ml,"2,90 € /ud."
Bebé,Biberón y chupete,Chupete silicona reversible +0 a 6 meses Deliplus,Paquete 1 ud.,"1,95 € /ud."
Bebé,Biberón y chupete,Chupete silicona reversible +6 a 18 meses Deliplus luminiscente,Paquete 1 ud.,"1,95 € /ud."
Bebé,Biberón y chupete,Chupete silicona reversible +18 meses Deliplus,Paquete 1 ud.,"1,95 € /ud."
Bebé,Higiene y cuidado,Gel corporal infantil Deliplus,Bote 600 ml,"2,05 € /ud."
Bebé,Higiene y cuidado,Champú infantil Deliplus,Bote 600 ml,"2,70 € /ud."
Bebé,Higiene y cuidado,Gel - champú bebé para pieles atópicas Deliplus,Bote 600 ml,"3,70 € /ud."
Bebé,Higiene y cuidado,Pomada del pañal sin perfume Deliplus,Tubo 100 ml,"2,75 € /ud."
Bebé,Higiene y cuidado,Aceite corporal bebé con aloe vera Johnson's,Botella 500 ml,"3,70 € /ud."
Bebé,Higiene y cuidado,Loción corporal infantil hidratante Deliplus,Bote 600 ml,"3,65 € /ud."
Bebé,Higiene y cuidado,Bálsamo facial corporal infantil pieles atópicas Deliplus,Bote 200 ml,"4,40 € /ud."
Bebé,Higiene y cuidado,Agua de colonia bebé Nenuco,Botella 500 ml,"2,85 €2,50 € /ud."
Bebé,Higiene y cuidado,Agua de colonia fresca infantil Deliplus con notas cítricas,Bote 600 ml,"1,65 € /ud."
Bebé,Higiene y cuidado,Agua perfumada bebé con notas florales Deliplus,Bote 100 ml,"3,20 € /ud."
Bebé,Higiene y cuidado,"Solución fisiológica salina 0,9 % Deliplus",Caja 30 ud.,"3,23 € /ud."
Bebé,Higiene y cuidado,Gasas para bebé no tejidas Deliplus,Paquete 100 ud.,"1,97 € /ud."
Bebé,Higiene y cuidado,Esponja anatómica para bebés Deliplus,Paquete 1 ud.,"0,90 € /ud."
Bebé,Higiene y cuidado,Babero desechable Deliplus,Paquete 10 ud.,"1,80 € /ud."
Bebé,Higiene y cuidado,Aspirador nasal anatómico +0 meses Deliplus,Paquete 1 ud.,"5,50 € /ud."
Bebé,Higiene y cuidado,Recambios recarga aspirador nasal anatómico Deliplus,Paquete 10 ud.,"4,20 € /ud."
Bebé,Higiene y cuidado,Polvos de talco Deliplus,Bote 200 g,"1,70 € /ud."
Bebé,Higiene y cuidado,Bastoncillos algodón para bebés Deliplus,Caja 60 ud.,"1,05 € /ud."
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus,3 paquetes x 80 ud.,"3,00 € /pack"
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus,Paquete 80 ud.,"1,05 € /ud."
Bebé,Toallitas y pañales,Toallitas bebé frescas & perfumadas Deliplus,Paquete 24 ud.,"0,75 € /ud."
Bebé,Toallitas y pañales,Toallitas bebé cremosas Deliplus,Paquete 80 ud.,"1,40 € /ud."
Bebé,Toallitas y pañales,Toallitas infantiles cara y manos Deliplus,Paquete 20 ud.,"0,60 € /ud."
Bebé,Toallitas y pañales,Toallitas bebé pieles con tendencia atópica Deliplus,Paquete 60 ud.,"1,70 € /ud."
Bebé,Toallitas y pañales,Toallitas bebé Aqua Deliplus,Paquete 60 ud.,"1,80 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 1 de 2-5 kg Dodot,Paquete 44 ud.,"12,20 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 1 de 2-4 kg Deliplus,Paquete 30 ud.,"6,60 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 2 de 3-6 kg Deliplus,Paquete 42 ud.,"7,15 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 2 de 4-8 kg Dodot,Paquete 58 ud.,"15,60 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 6-10 kg Dodot,Paquete 56 ud.,"19,75 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 4-10 kg Deliplus,3 paquetes x 36 ud.,"16,50 € /pack"
Bebé,Toallitas y pañales,Pañales bebé talla 3 de 4-10 kg Deliplus,Paquete 36 ud.,"5,60 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-15 kg Deliplus,3 paquetes x 34 ud.,"17,25 € /pack"
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-15 kg Deliplus,Paquete 34 ud.,"5,85 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 4 de 9-14 kg Dodot,Paquete 58 ud.,"17,95 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 13-18 kg Deliplus,3 paquetes x 30 ud.,"17,85 € /pack"
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 13-18 kg Deliplus,Paquete 30 ud.,"6,05 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 5 de 11-16 kg Dodot,Paquete 54 ud.,"17,95 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 6 de 17-28 kg Deliplus,Paquete 22 ud.,"6,30 € /ud."
Bebé,Toallitas y pañales,Pañales bebé talla 6 de 13-19 kg Dodot,Paquete 36 ud.,"14,00 € /ud."
Bebé,Toallitas y pañales,Pañal junior talla hasta 34 más de 25 kg Deliplus,Paquete 20 ud.,"11,00 € /ud."
Bebé,Toallitas y pañales,Cambiador multiusos desechable Deliplus,Paquete 6 ud.,"2,50 € /ud."
Bebé,Toallitas y pañales,Pañal bebé braguita talla L de 12-18 kg Deliplus,Paquete 24 ud.,"7,40 € /ud."
Bebé,Toallitas y pañales,Pañal bebé braguita talla XL de 16-28 kg Deliplus,Paquete 22 ud.,"7,40 € /ud."
Bebé,Toallitas y pañales,Pañal junior braguita noche infantil Deliplus de 17-30 kg,Paquete 16 ud.,"10,65 € /ud."
Bebé,Toallitas y pañales,Pañal junior braguita noche infantil Deliplus de 27-57 kg,Paquete 13 ud.,"10,65 € /ud."
Bodega,Cerveza,Cerveza Clásica Steinburg,12 latas x 330 ml,"3,72 € /pack"
Bodega,Cerveza,Cerveza Clásica Steinburg,Lata 330 ml,"0,31 € /ud."
Bodega,Cerveza,Cerveza Heineken,12 latas x 330 ml,"8,28 € /pack"
Bodega,Cerveza,Cerveza Heineken,Lata 330 ml,"0,82 € /ud."
Bodega,Cerveza,Cerveza doble malta Voll-Damm,6 latas x 330 ml,"5,58 € /pack"
Bodega,Cerveza,Cerveza doble malta Voll-Damm,Lata 330 ml,"0,99 € /ud."
Bodega,Cerveza,Cerveza Suave Steinburg,12 latas x 330 ml,"3,48 € /pack"
Bodega,Cerveza,Cerveza Suave Steinburg,Lata 330 ml,"0,29 € /ud."
Bodega,Cerveza,Cerveza especial San Miguel,12 latas x 330 ml,"8,40 € /pack"
Bodega,Cerveza,Cerveza especial San Miguel,Lata 330 ml,"0,72 € /ud."
Bodega,Cerveza,Cerveza Especial Steinburg,12 latas x 330 ml,"4,44 € /pack"
Bodega,Cerveza,Cerveza Especial Steinburg,Lata 330 ml,"0,37 € /ud."
Bodega,Cerveza,Cerveza Pils Krombacher,6 latas x 330 ml,"3,60 € /pack"
Bodega,Cerveza,Cerveza Pils Krombacher,Lata 330 ml,"0,60 € /ud."
Bodega,Cerveza,Cerveza doble malta,6 latas x 330 ml,"3,30 €3,18 € /pack"
Bodega,Cerveza,Cerveza doble malta,Lata 330 ml,"0,53 € /ud."
Bodega,Cerveza,Cerveza sin gluten Steinburg,12 latas x 330 ml,"7,92 € /pack"
Bodega,Cerveza,Cerveza sin gluten Steinburg,Lata 330 ml,"0,66 € /ud."
Bodega,Cerveza,Cerveza Estrella Damm,12 latas x 330 ml,"9,96 € /pack"
Bodega,Cerveza,Cerveza Estrella Damm,Lata 330 ml,"0,85 € /ud."
Bodega,Cerveza,Cerveza 100% malta Moritz 7,9 latas x 330 ml,"5,85 € /pack"
Bodega,Cerveza,Cerveza 100% malta Moritz 7,Lata 330 ml,"0,78 € /ud."
Bodega,Cerveza,Cerveza Xibeca Damm,12 latas x 330 ml,"7,92 € /pack"
Bodega,Cerveza,Cerveza Xibeca Damm,Lata 330 ml,"0,69 € /ud."
Bodega,Cerveza,Cerveza negra Victoria Marengo,6 latas x 330 ml,"5,40 € /pack"
Bodega,Cerveza,Cerveza negra Victoria Marengo,Lata 330 ml,"0,90 € /ud."
Bodega,Cerveza,Cerveza Clásica Steinburg,6 botellas x 1 L,"6,30 € /pack"
Bodega,Cerveza,Cerveza Clásica Steinburg,Botella 1 L,"1,05 € /ud."
Bodega,Cerveza,Cerveza Clásica Steinburg,6 botellas x 1 L,"5,70 € /pack"
Bodega,Cerveza,Cerveza Clásica Steinburg,Botella 1 L,"0,95 € /ud."
Bodega,Cerveza,Cerveza Clásica Steinburg,12 botellines x 250 ml,"4,20 € /pack"
Bodega,Cerveza,Cerveza Clásica Steinburg,Botellín 250 ml,"0,35 € /ud."
Bodega,Cerveza,Cerveza reserva 1925 Alhambra,6 botellines x 330 ml,"7,92 € /pack"
Bodega,Cerveza,Cerveza reserva 1925 Alhambra,Botellín 330 ml,"1,49 € /ud."
Bodega,Cerveza,Cerveza suave Xibeca Damm,6 botellas x 1 L,"8,76 € /pack"
Bodega,Cerveza,Cerveza suave Xibeca Damm,Botella 1 L,"1,62 € /ud."
Bodega,Cerveza,Cerveza Heineken,6 botellines x 250 ml,"3,72 € /pack"
Bodega,Cerveza,Cerveza Heineken,Botellín 250 ml,"0,70 € /ud."
Bodega,Cerveza,Cerveza tostada Turia,12 botellines x 250 ml,"7,44 € /pack"
Bodega,Cerveza,Cerveza tostada Turia,Botellín 250 ml,"0,65 € /ud."
Bodega,Cerveza,Cerveza El Águila sin filtrar,6 botellines x 330 ml,"5,94 €5,34 € /pack"
Bodega,Cerveza,Cerveza El Águila sin filtrar,Botellín 330 ml,"0,99 € /ud."
Bodega,Cerveza,Cerveza Estrella Damm,12 botellines x 250 ml,"7,92 €6,84 € /pack"
Bodega,Cerveza,Cerveza Estrella Damm,Botellín 250 ml,"0,67 € /ud."
Bodega,Cerveza,Cerveza Pilsen Cruzcampo,12 botellines x 250 ml,"5,88 €5,04 € /pack"
Bodega,Cerveza,Cerveza Pilsen Cruzcampo,Botellín 250 ml,"0,51 € /ud."
Bodega,Cerveza,Cerveza especial Estrella Galicia,12 botellines x 250 ml,"7,80 €6,96 € /pack"
Bodega,Cerveza,Cerveza especial Estrella Galicia,Botellín 250 ml,"0,66 € /ud."
